Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjlmMjUwY2QwLTRlMzItNGQ1Ny1hMTZiLTg1YzNiNDgxNWUzY1wiIn0.pLoSKcvz_Wq77wqm2Bcj4gaxTr1ZzqdYtKAeSZrzhz0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjJiNzZkOWM2LTdkNzQtNGQ5Yy05ODMyLTRhZjIwODc0M2ZhNVwiIn0.ON862feg9d_stMEunKn1YPJo7cMuqlibpk8inZcNmC8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /users/all/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjlmMjUwY2QwLTRlMzItNGQ1Ny1hMTZiLTg1YzNiNDgxNWUzY1wiIn0.pLoSKcvz_Wq77wqm2Bcj4gaxTr1ZzqdYtKAeSZrzhz0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImE0MzM1ZDExLTZlZmMtNDQ0OS04NDlhLTg4NTZlM2E3OTNlYlwiIn0.cbgPywzP-Rltc__IHv_vh-27C4wTvRgO9-Ioq0d-_Wg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /users/all/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImE0MzM1ZDExLTZlZmMtNDQ0OS04NDlhLTg4NTZlM2E3OTNlYlwiIn0.cbgPywzP-Rltc__IHv_vh-27C4wTvRgO9-Ioq0d-_Wg HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjg5N2U0ZTQzLTE0YmUtNDcyOS05ZGRiLTg3NGUxODE5YmFlZVwiIn0.DG8Cps_IwFdswY5Rsqpf7jTU1w6WoSkvIcqncAQbD2U&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /standup/active/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjg5N2U0ZTQzLTE0YmUtNDcyOS05ZGRiLTg3NGUxODE5YmFlZVwiIn0.DG8Cps_IwFdswY5Rsqpf7jTU1w6WoSkvIcqncAQbD2U&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImI3NjQ2OTRlLWZhMDMtNGQ0OS1iNTM1LTIxOGVhODk4YWVhOVwiIn0.PK8v0x1HMfdjQl_Tqgr40h2JZp9EfX4ImvbyAzJEcb4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:33] "GET /standup/active/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImI3NjQ2OTRlLWZhMDMtNGQ0OS1iNTM1LTIxOGVhODk4YWVhOVwiIn0.PK8v0x1HMfdjQl_Tqgr40h2JZp9EfX4ImvbyAzJEcb4&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:34] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:34] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:34] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjVmZDQ3NGMzLWU0NTEtNDU1MC04NWFkLTAzNGU0OWNmZDRlYVwiIn0.AagO-KOcexOJ1EGVKSjvt8o4SSjFuWSTb8POr9M7038&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:34] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:34] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:34] "GET /standup/active/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjVmZDQ3NGMzLWU0NTEtNDU1MC04NWFkLTAzNGU0OWNmZDRlYVwiIn0.AagO-KOcexOJ1EGVKSjvt8o4SSjFuWSTb8POr9M7038&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjc0ZTcwODExLWUyMWUtNDg4OC1hYzVlLTU3ZTQzMjI3OWJkM1wiIn0.kcnK7rKRAF0vhULp9f5e37ri-5BC-fahi4i8JhNzgvg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /standup/active/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjc0ZTcwODExLWUyMWUtNDg4OC1hYzVlLTU3ZTQzMjI3OWJkM1wiIn0.kcnK7rKRAF0vhULp9f5e37ri-5BC-fahi4i8JhNzgvg&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImM4Njg3OGU1LTY2NGEtNDQzMi05MTZkLTQ0MjIzYmJmNTA4M1wiIn0.p4Lw1iOcaIhQc8OjpSIoAVMOSKGeOib4H6K-FdVUUBs&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /standup/active/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImM4Njg3OGU1LTY2NGEtNDQzMi05MTZkLTQ0MjIzYmJmNTA4M1wiIn0.p4Lw1iOcaIhQc8OjpSIoAVMOSKGeOib4H6K-FdVUUBs&channel_id=-1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjIzMzUxZTFkLTRjMDUtNDQyOC05ODNkLWI0NmFkMWE3OWM5NlwiIn0.LJAHKA--vAT6icKzl54eVhosGgwg8DN4bLNpYtkNCkk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /standup/active/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjIzMzUxZTFkLTRjMDUtNDQyOC05ODNkLWI0NmFkMWE3OWM5NlwiIn0.LJAHKA--vAT6icKzl54eVhosGgwg8DN4bLNpYtkNCkk&channel_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImRkNDMxNGJmLTIzZjAtNGI1OC1iNWM4LTRjMzFlYTNlNTk5ZlwiIn0.uZ0OzCggWs8GTHqvtvh7tFxzNJX1j1SWnV307X4LnrE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjc5YThkNmYzLWJiZDYtNGIzYi1iYjMzLWUwMmI0NDkxMWMzOVwiIn0.93uhvozUOhAFoXMNBYKTBBO-gdfTA-6_tnQx4U0Ng6A&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /standup/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /standup/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:35] "POST /standup/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:37] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImRkNDMxNGJmLTIzZjAtNGI1OC1iNWM4LTRjMzFlYTNlNTk5ZlwiIn0.uZ0OzCggWs8GTHqvtvh7tFxzNJX1j1SWnV307X4LnrE&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:38] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:38] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:38] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjY2NjllY2VhLTZjZGQtNDI4Yi1hZjBlLWY4OGE4MjIyNmFmNVwiIn0.S0KjhAQPt231OZPZCd67d59Gbk5vokQefeiaac8ft-c&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:38] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:38] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:38] "POST /standup/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImE3YTYzN2U5LTE3NTAtNDEyMi05N2U5LTdlYjc3MjliZjQ5MVwiIn0.xtMP-RoZUmmhStMLb1aEUey1mJfDR__OZH7oTQjLT80&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImMyMDFmMDcwLTQ2MjEtNDBjOS04ZjMzLWE3N2YzYWIzNWEzNFwiIn0.DbpMJ_PbSIcOjjUpCL5AE3_Lhdk9e6GxLwMSd3-3sYA&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /standup/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjQ2NTAxZmQ3LWU1MzAtNDhmZC1hNTI5LWI4OTQ4NDI4NmM4MFwiIn0.EgsidZD_SM-Tz9x8UHH-n84J-0dnoLp5C9FrlKRoYhU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /standup/send/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjExYTQzMjlmLTMyNmEtNDk2NC04ZGU3LThhNjI3OWY1NmI1MVwiIn0.TPVv-7w72ptTwZ-F-FeABi6wkHlA112sBA7idG7W7O0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:39] "POST /standup/send/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImVlNjY3MjY0LWVhMWItNDI2Mi05YmUxLWU5YWNmZTA5ZjA0MVwiIn0.NoqvlHPJ3KQTxyXfTDa2UokZLK0_Zun4geyx-wfC8P4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /standup/send/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImEwY2MxMzk3LTIyYjQtNDk2Ni1hZDNjLTg5NDBhMDExOTNkOVwiIn0.NiY7W-ID_d3zw-ChBFvZfXUMkFZmTXb8e1RK46I9nFA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /standup/send/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjE5MDk0ODE0LWRlZWMtNGUyYS04OWY5LTA3ZDE1MTIzNzk3YlwiIn0.AYHuD7YTyMVLfndDtbRldjUouE-T3i7H-kb2FfpMbHA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjgyNzI2MzI5LTYwNTgtNGFmZi1iMDY0LWJhNmZhMDQyNDZhMFwiIn0.s3BKlhq44EX9ueEUNh5DijJeZRI37IWXw5aJ5ClYcK0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:40] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:42] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjAzNWE3Y2VmLTc0MGMtNDM0Zi04Y2NlLWU4YWUxMTVlMjU2YlwiIn0.cFB5y4tkZjbtm3Rhc6n0QggOWdsjTQrZsS92U_wfejc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:42] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:42] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:44] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjU3YmM2ODkxLTJhZTctNGJhNS1hNDNkLTQ5Y2RkYzZmNjIzMlwiIn0.g-POxIsv0v6F9llIkuAytn2-dyt16BMbN4pYVikshik&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjQzMGQ3ZDVmLWJiNTYtNGU1NC1iYTk2LTgxZjEyMTJmZWU4MlwiIn0.FadiWahfRPX6hOyJrN1N4leY133aPD7jqyZ92O7g4GY&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:45] "GET /standup/active/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjQzMGQ3ZDVmLWJiNTYtNGU1NC1iYTk2LTgxZjEyMTJmZWU4MlwiIn0.FadiWahfRPX6hOyJrN1N4leY133aPD7jqyZ92O7g4GY&channel_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjg2OTBmYThkLThmZDgtNDYxZC04ZGYwLTVkNzkyN2VmZGVjOVwiIn0.qQ8QYG013Du9D98X3_zBuJwDbPf7LtgYeDHaHmuZWK0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImU3YjEyZGIyLTBjY2UtNDMwOC1hZTkwLWJhMzk4YTgzNjE3ZVwiIn0.LazUgruPGulJ9Gnp4KJ9z4vfcDW5Jf05OR3AZB_yxTI&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /standup/start/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjUyNTA0M2E0LWMxNWMtNDk3NS05ZGEzLTlkY2Y2ODc2YmRiMFwiIn0.V12wrOhQ5Nc-gun2C3DHlXbVWpkTd8E5IDJUQLIJzb4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /standup/start/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:46] "POST /standup/start/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:48] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:48] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImNjZThjNzU2LTQ5NWItNGE5MC1iZDYzLTk3MDg0ZThkMzVhMFwiIn0.oEzx9nNv86jzU6wmtGAgbKSFXBPdPswlFd0iO6ZJWXc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:48] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:48] "POST /standup/start/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:48] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:48] "POST /auth/register/v2 HTTP/1.1" 200 -
